GO:0032958	biological_process	inositol phosphate biosynthetic process
GO:0032956	biological_process	regulation of actin cytoskeleton organization
GO:0032970	biological_process	regulation of actin filament-based process
GO:0042445	biological_process	hormone metabolic process
GO:0042446	biological_process	hormone biosynthetic process
GO:0042402	biological_process	cellular biogenic amine catabolic process
GO:0019751	biological_process	polyol metabolic process
GO:0019755	biological_process	one-carbon compound transport
GO:0006040	biological_process	amino sugar metabolic process
GO:0043086	biological_process	negative regulation of catalytic activity
GO:0055074	biological_process	calcium ion homeostasis
GO:0055082	biological_process	intracellular chemical homeostasis
GO:0055080	biological_process	monoatomic cation homeostasis
GO:0019941	biological_process	modification-dependent protein catabolic process
GO:0062197	biological_process	cellular response to chemical stress
GO:0015840	biological_process	urea transport
GO:0015866	biological_process	ADP transport
GO:1902074	biological_process	response to salt
GO:0015980	biological_process	energy derivation by oxidation of organic compounds
GO:0034059	biological_process	response to anoxia
GO:1900160	biological_process	plastid chromosome packaging
GO:0010043	biological_process	response to zinc ion
GO:0009057	biological_process	macromolecule catabolic process
GO:0015780	biological_process	nucleotide-sugar transmembrane transport
GO:0000280	biological_process	nuclear division
GO:0036293	biological_process	response to decreased oxygen levels
GO:0048285	biological_process	organelle fission
GO:0036211	biological_process	protein modification process
GO:0009310	biological_process	amine catabolic process
GO:0009312	biological_process	oligosaccharide biosynthetic process
GO:0009311	biological_process	oligosaccharide metabolic process
GO:0009308	biological_process	amine metabolic process
GO:0046351	biological_process	disaccharide biosynthetic process
GO:0061982	biological_process	meiosis I cell cycle process
GO:0061983	biological_process	meiosis II cell cycle process
GO:0009060	biological_process	aerobic respiration
GO:0010045	biological_process	response to nickel cation
GO:0046173	biological_process	polyol biosynthetic process
GO:0000819	biological_process	sister chromatid segregation
GO:0009101	biological_process	glycoprotein biosynthetic process
GO:0009100	biological_process	glycoprotein metabolic process
GO:1902600	biological_process	proton transmembrane transport
GO:0000902	biological_process	cell morphogenesis
GO:2001057	biological_process	reactive nitrogen species metabolic process
GO:0010264	biological_process	myo-inositol hexakisphosphate biosynthetic process
GO:0048878	biological_process	chemical homeostasis
GO:0034220	biological_process	monoatomic ion transmembrane transport
GO:0009267	biological_process	cellular response to starvation
GO:0010243	biological_process	response to organonitrogen compound
GO:1902903	biological_process	regulation of supramolecular fiber organization
GO:1902904	biological_process	negative regulation of supramolecular fiber organization
GO:0000305	biological_process	response to oxygen radical
GO:0000303	biological_process	response to superoxide
GO:0097435	biological_process	supramolecular fiber organization
GO:0048589	biological_process	developmental growth
GO:0120254	biological_process	olefinic compound metabolic process
GO:0120255	biological_process	olefinic compound biosynthetic process
GO:0048519	biological_process	negative regulation of biological process
GO:0048523	biological_process	negative regulation of cellular process
GO:0010167	biological_process	response to nitrate
GO:0044087	biological_process	regulation of cellular component biogenesis
GO:0044092	biological_process	negative regulation of molecular function
GO:0007010	biological_process	cytoskeleton organization
GO:0007015	biological_process	actin filament organization
GO:0034614	biological_process	cellular response to reactive oxygen species
GO:0010639	biological_process	negative regulation of organelle organization
GO:0007005	biological_process	mitochondrion organization
GO:0007059	biological_process	chromosome segregation
GO:0009699	biological_process	phenylpropanoid biosynthetic process
GO:0009698	biological_process	phenylpropanoid metabolic process
GO:0032042	biological_process	mitochondrial DNA metabolic process
