GOID,ONTOLOGY,TERM,LINK
GO:0000900,MF,"translation repressor activity, mRNA regulatory element binding",http://purl.obolibrary.org/obo/GO_0000900
GO:0000902,BP,cell morphogenesis,http://purl.obolibrary.org/obo/GO_0000902
GO:0000906,MF,"6,7-dimethyl-8-ribityllumazine synthase activity",http://purl.obolibrary.org/obo/GO_0000906
GO:0000910,BP,cytokinesis,http://purl.obolibrary.org/obo/GO_0000910
GO:0000911,BP,cytokinesis by cell plate formation,http://purl.obolibrary.org/obo/GO_0000911
GO:0000912,BP,assembly of actomyosin apparatus involved in cytokinesis,http://purl.obolibrary.org/obo/GO_0000912
GO:0000913,BP,preprophase band assembly,http://purl.obolibrary.org/obo/GO_0000913
GO:0000914,BP,phragmoplast assembly,http://purl.obolibrary.org/obo/GO_0000914
GO:0000919,BP,cell plate assembly,http://purl.obolibrary.org/obo/GO_0000919
GO:0000922,CC,spindle pole,http://purl.obolibrary.org/obo/GO_0000922
GO:0000923,CC,equatorial microtubule organizing center,http://purl.obolibrary.org/obo/GO_0000923
GO:0000930,CC,gamma-tubulin complex,http://purl.obolibrary.org/obo/GO_0000930
GO:0000932,CC,P-body,http://purl.obolibrary.org/obo/GO_0000932
GO:0000938,CC,GARP complex,http://purl.obolibrary.org/obo/GO_0000938
GO:0000939,CC,inner kinetochore,http://purl.obolibrary.org/obo/GO_0000939
GO:0000940,CC,outer kinetochore,http://purl.obolibrary.org/obo/GO_0000940
GO:0000947,BP,amino acid catabolic process to alcohol via Ehrlich pathway,http://purl.obolibrary.org/obo/GO_0000947
GO:0000949,BP,aromatic amino acid family catabolic process to alcohol via Ehrlich pathway,http://purl.obolibrary.org/obo/GO_0000949
GO:0000955,BP,amino acid catabolic process via Ehrlich pathway,http://purl.obolibrary.org/obo/GO_0000955
GO:0000956,BP,nuclear-transcribed mRNA catabolic process,http://purl.obolibrary.org/obo/GO_0000956
GO:0000957,BP,mitochondrial RNA catabolic process,http://purl.obolibrary.org/obo/GO_0000957
GO:0000958,BP,mitochondrial mRNA catabolic process,http://purl.obolibrary.org/obo/GO_0000958
GO:0000959,BP,mitochondrial RNA metabolic process,http://purl.obolibrary.org/obo/GO_0000959
GO:0000960,BP,regulation of mitochondrial RNA catabolic process,http://purl.obolibrary.org/obo/GO_0000960
GO:0000962,BP,positive regulation of mitochondrial RNA catabolic process,http://purl.obolibrary.org/obo/GO_0000962
GO:0000963,BP,mitochondrial RNA processing,http://purl.obolibrary.org/obo/GO_0000963
GO:0000964,BP,mitochondrial RNA 5'-end processing,http://purl.obolibrary.org/obo/GO_0000964
GO:0000965,BP,mitochondrial RNA 3'-end processing,http://purl.obolibrary.org/obo/GO_0000965
GO:0000966,BP,RNA 5'-end processing,http://purl.obolibrary.org/obo/GO_0000966
GO:0000967,BP,rRNA 5'-end processing,http://purl.obolibrary.org/obo/GO_0000967
GO:0000972,BP,transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery,http://purl.obolibrary.org/obo/GO_0000972
GO:0000973,BP,posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery,http://purl.obolibrary.org/obo/GO_0000973
GO:0000974,CC,Prp19 complex,http://purl.obolibrary.org/obo/GO_0000974
GO:0000976,MF,transcription cis-regulatory region binding,http://purl.obolibrary.org/obo/GO_0000976
GO:0000977,MF,RNA polymerase II transcription regulatory region sequence-specific DNA binding,http://purl.obolibrary.org/obo/GO_0000977
GO:0000978,MF,RNA polymerase II cis-regulatory region sequence-specific DNA binding,http://purl.obolibrary.org/obo/GO_0000978
GO:0000981,MF,"DNA-binding transcription factor activity, RNA polymerase II-specific",http://purl.obolibrary.org/obo/GO_0000981
GO:0000987,MF,cis-regulatory region sequence-specific DNA binding,http://purl.obolibrary.org/obo/GO_0000987
GO:0000992,MF,RNA polymerase III cis-regulatory region sequence-specific DNA binding,http://purl.obolibrary.org/obo/GO_0000992
GO:0000993,MF,RNA polymerase II complex binding,http://purl.obolibrary.org/obo/GO_0000993
GO:0000994,MF,RNA polymerase III core binding,http://purl.obolibrary.org/obo/GO_0000994
GO:0000995,MF,RNA polymerase III general transcription initiation factor activity,http://purl.obolibrary.org/obo/GO_0000995
GO:0001000,MF,bacterial-type RNA polymerase core enzyme binding,http://purl.obolibrary.org/obo/GO_0001000
GO:0001002,MF,RNA polymerase III type 1 promoter sequence-specific DNA binding,http://purl.obolibrary.org/obo/GO_0001002
GO:0001003,MF,RNA polymerase III type 2 promoter sequence-specific DNA binding,http://purl.obolibrary.org/obo/GO_0001003
GO:0001006,MF,RNA polymerase III type 3 promoter sequence-specific DNA binding,http://purl.obolibrary.org/obo/GO_0001006
GO:0001016,MF,RNA polymerase III transcription regulatory region sequence-specific DNA binding,http://purl.obolibrary.org/obo/GO_0001016
GO:0001025,MF,RNA polymerase III general transcription initiation factor binding,http://purl.obolibrary.org/obo/GO_0001025
GO:0001042,MF,RNA polymerase I core binding,http://purl.obolibrary.org/obo/GO_0001042
GO:0001046,MF,core promoter sequence-specific DNA binding,http://purl.obolibrary.org/obo/GO_0001046
GO:0001052,MF,plastid PEP RNA polymerase core enzyme binding,http://purl.obolibrary.org/obo/GO_0001052
GO:0001054,MF,RNA polymerase I activity,http://purl.obolibrary.org/obo/GO_0001054
GO:0001055,MF,RNA polymerase II activity,http://purl.obolibrary.org/obo/GO_0001055
GO:0001056,MF,RNA polymerase III activity,http://purl.obolibrary.org/obo/GO_0001056
GO:0001060,BP,transcription by RNA polymerase V,http://purl.obolibrary.org/obo/GO_0001060
GO:0001067,MF,transcription regulatory region nucleic acid binding,http://purl.obolibrary.org/obo/GO_0001067
GO:0001070,MF,RNA-binding transcription regulator activity,http://purl.obolibrary.org/obo/GO_0001070
GO:0001091,MF,RNA polymerase II general transcription initiation factor binding,http://purl.obolibrary.org/obo/GO_0001091
GO:0001093,MF,TFIIB-class transcription factor binding,http://purl.obolibrary.org/obo/GO_0001093
GO:0001096,MF,TFIIF-class transcription factor complex binding,http://purl.obolibrary.org/obo/GO_0001096
GO:0001097,MF,TFIIH-class transcription factor complex binding,http://purl.obolibrary.org/obo/GO_0001097
GO:0001098,MF,basal transcription machinery binding,http://purl.obolibrary.org/obo/GO_0001098
GO:0001099,MF,basal RNA polymerase II transcription machinery binding,http://purl.obolibrary.org/obo/GO_0001099
GO:0001101,BP,response to acid chemical,http://purl.obolibrary.org/obo/GO_0001101
GO:0001112,BP,DNA-templated transcription open complex formation,http://purl.obolibrary.org/obo/GO_0001112
GO:0001113,BP,transcription open complex formation at RNA polymerase II promoter,http://purl.obolibrary.org/obo/GO_0001113
GO:0001120,BP,protein-DNA complex remodeling,http://purl.obolibrary.org/obo/GO_0001120
GO:0001156,MF,TFIIIC-class transcription factor complex binding,http://purl.obolibrary.org/obo/GO_0001156
GO:0001163,MF,RNA polymerase I transcription regulatory region sequence-specific DNA binding,http://purl.obolibrary.org/obo/GO_0001163
GO:0001164,MF,RNA polymerase I core promoter sequence-specific DNA binding,http://purl.obolibrary.org/obo/GO_0001164
GO:0001172,BP,"transcription, RNA-templated",http://purl.obolibrary.org/obo/GO_0001172
GO:0001173,BP,DNA-templated transcriptional start site selection,http://purl.obolibrary.org/obo/GO_0001173
GO:0001181,MF,RNA polymerase I general transcription initiation factor activity,http://purl.obolibrary.org/obo/GO_0001181
GO:0001188,BP,RNA polymerase I preinitiation complex assembly,http://purl.obolibrary.org/obo/GO_0001188
GO:0001192,BP,maintenance of transcriptional fidelity during DNA-templated transcription elongation,http://purl.obolibrary.org/obo/GO_0001192
GO:0001193,BP,maintenance of transcriptional fidelity during DNA-templated transcription elongation from RNA polymerase II promoter,http://purl.obolibrary.org/obo/GO_0001193
GO:0001216,MF,DNA-binding transcription activator activity,http://purl.obolibrary.org/obo/GO_0001216
GO:0001217,MF,DNA-binding transcription repressor activity,http://purl.obolibrary.org/obo/GO_0001217
GO:0001227,MF,"DNA-binding transcription repressor activity, RNA polymerase II-specific",http://purl.obolibrary.org/obo/GO_0001227
GO:0001228,MF,"DNA-binding transcription activator activity, RNA polymerase II-specific",http://purl.obolibrary.org/obo/GO_0001228
GO:0001325,BP,formation of extrachromosomal circular DNA,http://purl.obolibrary.org/obo/GO_0001325
GO:0001405,CC,"PAM complex, Tim23 associated import motor",http://purl.obolibrary.org/obo/GO_0001405
GO:0001407,BP,glycerophosphodiester transmembrane transport,http://purl.obolibrary.org/obo/GO_0001407
GO:0001408,BP,guanine nucleotide transport,http://purl.obolibrary.org/obo/GO_0001408
GO:0001409,MF,guanine nucleotide transmembrane transporter activity,http://purl.obolibrary.org/obo/GO_0001409
GO:0001508,BP,action potential,http://purl.obolibrary.org/obo/GO_0001508
GO:0001510,BP,RNA methylation,http://purl.obolibrary.org/obo/GO_0001510
GO:0001514,BP,selenocysteine incorporation,http://purl.obolibrary.org/obo/GO_0001514
GO:0001518,CC,voltage-gated sodium channel complex,http://purl.obolibrary.org/obo/GO_0001518
GO:0001522,BP,pseudouridine synthesis,http://purl.obolibrary.org/obo/GO_0001522
GO:0001530,MF,lipopolysaccharide binding,http://purl.obolibrary.org/obo/GO_0001530
GO:0001534,CC,radial spoke,http://purl.obolibrary.org/obo/GO_0001534
GO:0001535,CC,radial spoke head,http://purl.obolibrary.org/obo/GO_0001535
GO:0001536,CC,radial spoke stalk,http://purl.obolibrary.org/obo/GO_0001536
GO:0001539,BP,cilium or flagellum-dependent cell motility,http://purl.obolibrary.org/obo/GO_0001539
GO:0001558,BP,regulation of cell growth,http://purl.obolibrary.org/obo/GO_0001558
GO:0001560,BP,regulation of cell growth by extracellular stimulus,http://purl.obolibrary.org/obo/GO_0001560
GO:0001561,BP,fatty acid alpha-oxidation,http://purl.obolibrary.org/obo/GO_0001561
GO:0001573,BP,ganglioside metabolic process,http://purl.obolibrary.org/obo/GO_0001573
GO:0001578,BP,microtubule bundle formation,http://purl.obolibrary.org/obo/GO_0001578
GO:0001614,MF,purinergic nucleotide receptor activity,http://purl.obolibrary.org/obo/GO_0001614
GO:0001650,CC,fibrillar center,http://purl.obolibrary.org/obo/GO_0001650
GO:0001653,MF,peptide receptor activity,http://purl.obolibrary.org/obo/GO_0001653
GO:0001659,BP,temperature homeostasis,http://purl.obolibrary.org/obo/GO_0001659
GO:0001664,MF,G protein-coupled receptor binding,http://purl.obolibrary.org/obo/GO_0001664
GO:0001666,BP,response to hypoxia,http://purl.obolibrary.org/obo/GO_0001666
GO:0001671,MF,ATPase activator activity,http://purl.obolibrary.org/obo/GO_0001671
GO:0001673,CC,male germ cell nucleus,http://purl.obolibrary.org/obo/GO_0001673
GO:0001676,BP,long-chain fatty acid metabolic process,http://purl.obolibrary.org/obo/GO_0001676
GO:0001678,BP,cellular glucose homeostasis,http://purl.obolibrary.org/obo/GO_0001678
GO:0001680,BP,tRNA 3'-terminal CCA addition,http://purl.obolibrary.org/obo/GO_0001680
GO:0001681,MF,sialate O-acetylesterase activity,http://purl.obolibrary.org/obo/GO_0001681
GO:0001682,BP,tRNA 5'-leader removal,http://purl.obolibrary.org/obo/GO_0001682
GO:0001691,MF,pseudophosphatase activity,http://purl.obolibrary.org/obo/GO_0001691
GO:0001704,BP,formation of primary germ layer,http://purl.obolibrary.org/obo/GO_0001704
GO:0001706,BP,endoderm formation,http://purl.obolibrary.org/obo/GO_0001706
GO:0001708,BP,cell fate specification,http://purl.obolibrary.org/obo/GO_0001708
GO:0001709,BP,cell fate determination,http://purl.obolibrary.org/obo/GO_0001709
GO:0001711,BP,endodermal cell fate commitment,http://purl.obolibrary.org/obo/GO_0001711
GO:0001714,BP,endodermal cell fate specification,http://purl.obolibrary.org/obo/GO_0001714
GO:0001727,MF,lipid kinase activity,http://purl.obolibrary.org/obo/GO_0001727
GO:0001729,MF,ceramide kinase activity,http://purl.obolibrary.org/obo/GO_0001729
GO:0001730,MF,2'-5'-oligoadenylate synthetase activity,http://purl.obolibrary.org/obo/GO_0001730
GO:0001731,BP,formation of translation preinitiation complex,http://purl.obolibrary.org/obo/GO_0001731
GO:0001732,BP,formation of cytoplasmic translation initiation complex,http://purl.obolibrary.org/obo/GO_0001732
GO:0001734,MF,mRNA (N6-adenosine)-methyltransferase activity,http://purl.obolibrary.org/obo/GO_0001734
GO:0001735,MF,prenylcysteine oxidase activity,http://purl.obolibrary.org/obo/GO_0001735
GO:0001736,BP,establishment of planar polarity,http://purl.obolibrary.org/obo/GO_0001736
GO:0001738,BP,morphogenesis of a polarized epithelium,http://purl.obolibrary.org/obo/GO_0001738
GO:0001759,BP,organ induction,http://purl.obolibrary.org/obo/GO_0001759
GO:0001763,BP,morphogenesis of a branching structure,http://purl.obolibrary.org/obo/GO_0001763
GO:0001775,BP,cell activation,http://purl.obolibrary.org/obo/GO_0001775
GO:0001778,BP,plasma membrane repair,http://purl.obolibrary.org/obo/GO_0001778
GO:0001786,MF,phosphatidylserine binding,http://purl.obolibrary.org/obo/GO_0001786
GO:0001821,BP,histamine secretion,http://purl.obolibrary.org/obo/GO_0001821
GO:0001872,MF,(1->3)-beta-D-glucan binding,http://purl.obolibrary.org/obo/GO_0001872
GO:0001878,BP,response to yeast,http://purl.obolibrary.org/obo/GO_0001878
GO:0001881,BP,receptor recycling,http://purl.obolibrary.org/obo/GO_0001881
GO:0001887,BP,selenium compound metabolic process,http://purl.obolibrary.org/obo/GO_0001887
GO:0001894,BP,tissue homeostasis,http://purl.obolibrary.org/obo/GO_0001894
GO:0001897,BP,cytolysis by symbiont of host cells,http://purl.obolibrary.org/obo/GO_0001897
GO:0001906,BP,cell killing,http://purl.obolibrary.org/obo/GO_0001906
GO:0001907,BP,killing by symbiont of host cells,http://purl.obolibrary.org/obo/GO_0001907
GO:0001932,BP,regulation of protein phosphorylation,http://purl.obolibrary.org/obo/GO_0001932
GO:0001933,BP,negative regulation of protein phosphorylation,http://purl.obolibrary.org/obo/GO_0001933
GO:0001934,BP,positive regulation of protein phosphorylation,http://purl.obolibrary.org/obo/GO_0001934
GO:0001935,BP,endothelial cell proliferation,http://purl.obolibrary.org/obo/GO_0001935
GO:0001944,BP,vasculature development,http://purl.obolibrary.org/obo/GO_0001944
GO:0002009,BP,morphogenesis of an epithelium,http://purl.obolibrary.org/obo/GO_0002009
GO:0002020,MF,protease binding,http://purl.obolibrary.org/obo/GO_0002020
GO:0002028,BP,regulation of sodium ion transport,http://purl.obolibrary.org/obo/GO_0002028
GO:0002054,MF,nucleobase binding,http://purl.obolibrary.org/obo/GO_0002054
GO:0002055,MF,adenine binding,http://purl.obolibrary.org/obo/GO_0002055
GO:0002058,MF,uracil binding,http://purl.obolibrary.org/obo/GO_0002058
GO:0002060,MF,purine nucleobase binding,http://purl.obolibrary.org/obo/GO_0002060
GO:0002061,MF,pyrimidine nucleobase binding,http://purl.obolibrary.org/obo/GO_0002061
GO:0002094,MF,polyprenyltransferase activity,http://purl.obolibrary.org/obo/GO_0002094
GO:0002097,BP,tRNA wobble base modification,http://purl.obolibrary.org/obo/GO_0002097
GO:0002098,BP,tRNA wobble uridine modification,http://purl.obolibrary.org/obo/GO_0002098
GO:0002099,BP,tRNA wobble guanine modification,http://purl.obolibrary.org/obo/GO_0002099
GO:0002100,BP,tRNA wobble adenosine to inosine editing,http://purl.obolibrary.org/obo/GO_0002100
GO:0002103,BP,"endonucleolytic cleavage of tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)",http://purl.obolibrary.org/obo/GO_0002103
GO:0002115,BP,store-operated calcium entry,http://purl.obolibrary.org/obo/GO_0002115
GO:0002119,BP,nematode larval development,http://purl.obolibrary.org/obo/GO_0002119
GO:0002128,BP,tRNA nucleoside ribose methylation,http://purl.obolibrary.org/obo/GO_0002128
GO:0002130,BP,wobble position ribose methylation,http://purl.obolibrary.org/obo/GO_0002130
GO:0002143,BP,tRNA wobble position uridine thiolation,http://purl.obolibrary.org/obo/GO_0002143
GO:0002144,CC,cytosolic tRNA wobble base thiouridylase complex,http://purl.obolibrary.org/obo/GO_0002144
GO:0002161,MF,aminoacyl-tRNA editing activity,http://purl.obolibrary.org/obo/GO_0002161
GO:0002164,BP,larval development,http://purl.obolibrary.org/obo/GO_0002164
GO:0002178,CC,palmitoyltransferase complex,http://purl.obolibrary.org/obo/GO_0002178
GO:0002181,BP,cytoplasmic translation,http://purl.obolibrary.org/obo/GO_0002181
GO:0002182,BP,cytoplasmic translational elongation,http://purl.obolibrary.org/obo/GO_0002182
GO:0002183,BP,cytoplasmic translational initiation,http://purl.obolibrary.org/obo/GO_0002183
GO:0002184,BP,cytoplasmic translational termination,http://purl.obolibrary.org/obo/GO_0002184
GO:0002188,BP,translation reinitiation,http://purl.obolibrary.org/obo/GO_0002188
GO:0002189,CC,ribose phosphate diphosphokinase complex,http://purl.obolibrary.org/obo/GO_0002189
GO:0002196,MF,Ser-tRNA(Ala) hydrolase activity,http://purl.obolibrary.org/obo/GO_0002196
GO:0002213,BP,defense response to insect,http://purl.obolibrary.org/obo/GO_0002213
GO:0002215,BP,defense response to nematode,http://purl.obolibrary.org/obo/GO_0002215
GO:0002218,BP,activation of innate immune response,http://purl.obolibrary.org/obo/GO_0002218
GO:0002220,BP,innate immune response activating cell surface receptor signaling pathway,http://purl.obolibrary.org/obo/GO_0002220
GO:0002221,BP,pattern recognition receptor signaling pathway,http://purl.obolibrary.org/obo/GO_0002221
GO:0002229,BP,defense response to oomycetes,http://purl.obolibrary.org/obo/GO_0002229
GO:0002230,BP,positive regulation of defense response to virus by host,http://purl.obolibrary.org/obo/GO_0002230
GO:0002237,BP,response to molecule of bacterial origin,http://purl.obolibrary.org/obo/GO_0002237
GO:0002238,BP,response to molecule of fungal origin,http://purl.obolibrary.org/obo/GO_0002238
GO:0002239,BP,response to oomycetes,http://purl.obolibrary.org/obo/GO_0002239
GO:0002240,BP,response to molecule of oomycetes origin,http://purl.obolibrary.org/obo/GO_0002240
GO:0002241,BP,response to parasitic plant,http://purl.obolibrary.org/obo/GO_0002241
GO:0002242,BP,defense response to parasitic plant,http://purl.obolibrary.org/obo/GO_0002242
GO:0002252,BP,immune effector process,http://purl.obolibrary.org/obo/GO_0002252
GO:0002253,BP,activation of immune response,http://purl.obolibrary.org/obo/GO_0002253
GO:0002263,BP,cell activation involved in immune response,http://purl.obolibrary.org/obo/GO_0002263
GO:0002274,BP,myeloid leukocyte activation,http://purl.obolibrary.org/obo/GO_0002274
GO:0002275,BP,myeloid cell activation involved in immune response,http://purl.obolibrary.org/obo/GO_0002275
GO:0002279,BP,mast cell activation involved in immune response,http://purl.obolibrary.org/obo/GO_0002279
GO:0002349,BP,histamine production involved in inflammatory response,http://purl.obolibrary.org/obo/GO_0002349
GO:0002366,BP,leukocyte activation involved in immune response,http://purl.obolibrary.org/obo/GO_0002366
